,frameN,routine_time,global_time,gaze,good_fixation,button,stimulus_display,recorded_response
0,0,1.1272154789221531,167.86924057805845,"[-296.6000061035156, -2.899993896484375]",True,None,False,None
1,1,1.144437784272668,167.8864625829483,"[-295.6000061035156, -3.000000000000057]",True,None,False,None
2,2,1.1554090417703264,167.89743323953007,"[-296.5, -4.100006103515682]",True,None,False,None
3,3,1.1671125176599162,167.90913731633555,"[-297.70001220703125, -5.79998779296875]",True,None,False,None
4,4,1.17881779630261,167.9208428954371,"[-296.29998779296875, -4.0]",True,None,False,None
5,5,1.1905627355226898,167.93258693328062,"[-295.20001220703125, -4.20001220703125]",True,None,False,None
6,6,1.2023836908501835,167.94440818906696,"[-293.6000061035156, -5.79998779296875]",True,None,False,None
7,7,1.2141160107948963,167.95614020855464,"[-294.3999938964844, -6.79998779296875]",True,None,False,None
8,8,1.225888892695366,167.96791278999444,"[-294.6000061035156, -6.0]",True,None,False,None
9,9,1.237686412227049,167.97971060998498,"[-294.79998779296875, -5.5]",True,None,False,None
10,10,1.249446374393301,167.99147057215123,"[-293.6000061035156, -7.29998779296875]",True,None,False,None
11,11,1.2611898113191273,168.00321400907706,"[-291.3999938964844, -8.79998779296875]",True,None,False,None
12,12,1.2729711060674163,168.01499530382716,"[-291.0, -6.700012207031193]",True,None,False,None
13,13,1.2847151439109439,168.0267393416707,"[-291.20001220703125, -7.29998779296875]",True,None,False,None
14,14,1.2964501679871319,168.03847436574506,"[-291.29998779296875, -8.100006103515625]",True,None,False,None
15,15,1.3082104306122346,168.05023462837016,"[-291.79998779296875, -7.5]",True,None,False,None
16,16,1.3199721955315908,168.06199639329134,"[-292.3999938964844, -8.299987792968807]",True,None,False,None
17,17,1.3317318572389922,168.07375605499692,"[-292.79998779296875, -6.499999999999943]",True,None,False,None
18,18,1.3435137529068015,168.08553825112358,"[-295.3999938964844, -3.79998779296875]",True,None,False,None
19,19,1.3552544857011526,168.0972786834609,"[-397.5, 200.29998779296875]",False,None,False,None
20,20,1.3670135464908526,168.1090377442506,"(99999, 99999)",False,None,False,None
21,21,1.3787759123297292,168.1208004105465,"(99999, 99999)",False,None,False,None
22,22,1.3905295648582978,168.13255376261623,"[-141.39999389648438, -213.29998779296875]",False,None,False,None
23,23,1.40228471968112,168.14431072019397,"(99999, 99999)",False,None,False,None
24,24,1.4140467850593268,168.15607128327792,"(99999, 99999)",False,None,False,None
25,25,1.4258160614535882,168.16784025921152,"(99999, 99999)",False,None,False,None
26,26,1.4375973562018771,168.17963507461172,"(99999, 99999)",False,None,False,None
27,27,1.4494089973031805,168.19143349551996,"(99999, 99999)",False,None,False,None
28,28,1.4611112713555485,168.2031354691153,"(99999, 99999)",False,None,False,None
29,29,1.4728502013986144,168.2148746996154,"(99999, 99999)",False,None,False,None
30,30,1.4846711567261082,168.22669535448404,"[-322.29998779296875, 159.89999389648438]",False,None,False,None
31,31,1.4963728298607748,168.2383970276187,"(99999, 99999)",False,None,False,None
32,32,1.5081391016647103,168.25016329942264,"(99999, 99999)",False,None,False,None
33,33,1.5198996647486638,168.26192356204774,"[-211.29998779296875, 144.5]",False,None,False,None
34,34,1.5316830627107265,168.27370726046865,"[-204.79998779296875, 157.79998779296886]",False,None,False,None
35,35,1.543831518261868,168.2858557160198,"[-205.20001220703125, 150.79998779296875]",False,None,False,None
36,36,1.5555785606939025,168.29760275845183,"[-204.5, 25.100006103515625]",False,None,False,None
37,37,1.5673868967460294,168.30941109450578,"[-268.79998779296875, 8.299987792968807]",True,None,False,None
